timestamp,asset_id,asset_type,vibration,temperature,pressure,current,rpm,day,is_fault
2026-03-12T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.111,65.68,1.188,44.71,1474.3,4,0
2026-03-13T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.093,66.38,1.212,45.24,1476.0,4,0
2026-03-13T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.102,64.6,1.195,44.94,1490.8,4,0
2026-03-13T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.111,65.66,1.212,45.39,1483.0,4,0
2026-03-13T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.118,65.41,1.198,45.6,1476.5,4,0
2026-03-13T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.061,65.15,1.213,45.52,1475.0,4,0
2026-03-13T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.111,65.06,1.21,44.46,1473.3,4,0
2026-03-13T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.122,65.48,1.215,44.68,1481.5,4,0
2026-03-13T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.052,65.27,1.223,44.47,1477.3,4,0
2026-03-13T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.107,65.83,1.189,44.22,1479.7,4,0
2026-03-13T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.151,64.5,1.176,44.93,1489.2,4,0
2026-03-13T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.174,65.97,1.195,45.84,1495.4,4,0
2026-03-13T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.051,65.21,1.208,45.5,1478.2,4,0
2026-03-13T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.132,64.59,1.206,44.27,1473.6,4,0
2026-03-13T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.091,64.11,1.211,44.58,1476.3,4,0
2026-03-13T14:38:55.265373,BF_FAN_12,centrifugal_fan,1.994,65.81,1.173,44.02,1484.6,4,0
2026-03-13T15:38:55.265373,BF_FAN_12,centrifugal_fan,2.041,64.12,1.224,45.52,1484.5,4,0
2026-03-13T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.112,65.58,1.19,46.09,1466.9,4,0
2026-03-13T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.161,63.07,1.197,44.0,1474.2,5,0
2026-03-13T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.14,65.2,1.209,45.38,1471.4,5,0
2026-03-13T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.069,65.41,1.197,44.91,1475.1,5,0
2026-03-13T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.076,64.63,1.194,44.74,1481.7,5,0
2026-03-13T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.103,63.89,1.157,44.87,1475.0,5,0
2026-03-13T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.148,65.42,1.185,45.15,1473.8,5,0
2026-03-13T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.118,65.28,1.175,45.1,1480.3,5,0
2026-03-14T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.097,64.74,1.197,43.58,1484.3,5,0
2026-03-14T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.158,63.51,1.209,44.39,1479.2,5,0
2026-03-14T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.115,64.97,1.197,44.82,1483.5,5,0
2026-03-14T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.187,65.4,1.224,45.2,1474.6,5,0
2026-03-14T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.115,65.41,1.167,44.84,1480.4,5,0
2026-03-14T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.195,64.75,1.209,45.44,1478.3,5,0
2026-03-14T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.056,65.9,1.202,44.6,1479.2,5,0
2026-03-14T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.101,64.45,1.162,45.39,1480.3,5,0
2026-03-14T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.074,66.48,1.161,45.09,1480.9,5,0
2026-03-14T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.116,64.68,1.215,45.72,1475.7,5,0
2026-03-14T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.0,65.09,1.18,44.07,1486.7,5,0
2026-03-14T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.128,65.3,1.213,45.24,1482.7,5,0
2026-03-14T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.112,64.95,1.201,44.86,1474.1,5,0
2026-03-14T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.055,65.89,1.182,45.25,1480.9,5,0
2026-03-14T14:38:55.265373,BF_FAN_12,centrifugal_fan,2.119,64.6,1.241,45.29,1484.4,5,0
2026-03-14T15:38:55.265373,BF_FAN_12,centrifugal_fan,2.086,65.65,1.194,45.32,1474.2,5,0
2026-03-14T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.138,65.68,1.23,44.99,1487.6,5,0
2026-03-14T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.127,64.72,1.203,44.3,1482.7,6,0
2026-03-14T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.095,64.39,1.193,44.35,1485.5,6,0
2026-03-14T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.166,64.51,1.188,45.76,1482.5,6,0
2026-03-14T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.111,65.28,1.21,45.13,1475.0,6,0
2026-03-14T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.133,65.51,1.238,45.45,1481.7,6,0
2026-03-14T22:38:55.265373,BF_FAN_12,centrifugal_fan,1.966,64.28,1.201,44.07,1479.9,6,0
2026-03-14T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.071,65.74,1.189,45.81,1482.0,6,0
2026-03-15T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.095,65.05,1.236,44.28,1484.1,6,0
2026-03-15T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.118,64.4,1.173,45.21,1484.1,6,0
2026-03-15T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.173,65.59,1.189,44.45,1477.8,6,0
2026-03-15T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.118,64.9,1.171,45.0,1477.6,6,0
2026-03-15T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.1,67.18,1.21,44.03,1482.7,6,0
2026-03-15T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.108,64.82,1.177,44.94,1487.9,6,0
2026-03-15T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.115,64.16,1.184,44.45,1488.8,6,0
2026-03-15T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.134,63.89,1.199,44.78,1486.4,6,0
2026-03-15T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.092,65.3,1.18,45.27,1488.3,6,0
2026-03-15T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.042,63.45,1.208,45.1,1480.5,6,0
2026-03-15T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.086,64.23,1.199,44.99,1479.1,6,0
2026-03-15T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.018,64.85,1.192,45.34,1486.9,6,0
2026-03-15T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.073,65.08,1.215,44.95,1478.8,6,0
2026-03-15T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.139,63.95,1.185,45.09,1479.5,6,0
2026-03-15T14:38:55.265373,BF_FAN_12,centrifugal_fan,2.141,64.18,1.2,45.1,1475.4,6,0
2026-03-15T15:38:55.265373,BF_FAN_12,centrifugal_fan,2.064,64.96,1.219,44.43,1477.2,6,0
2026-03-15T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.199,64.59,1.221,44.59,1481.1,6,0
2026-03-15T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.195,63.56,1.222,44.61,1476.5,7,0
2026-03-15T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.075,65.6,1.207,45.25,1474.5,7,0
2026-03-15T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.129,65.8,1.22,44.49,1473.5,7,0
2026-03-15T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.139,63.91,1.203,45.37,1471.1,7,0
2026-03-15T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.064,64.48,1.21,45.26,1477.8,7,0
2026-03-15T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.11,64.4,1.195,44.27,1469.4,7,0
2026-03-15T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.115,64.77,1.251,44.9,1479.7,7,0
2026-03-16T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.089,64.69,1.185,45.12,1475.0,7,0
2026-03-16T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.065,65.32,1.205,44.74,1479.8,7,0
2026-03-16T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.1,64.53,1.195,44.47,1481.5,7,0
2026-03-16T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.157,64.82,1.196,44.95,1479.4,7,0
2026-03-16T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.144,64.74,1.224,44.88,1478.2,7,0
2026-03-16T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.086,65.38,1.226,45.36,1483.6,7,0
2026-03-16T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.056,63.76,1.194,45.66,1474.2,7,0
2026-03-16T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.137,65.73,1.176,45.26,1484.6,7,0
2026-03-16T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.132,65.23,1.22,44.04,1483.9,7,0
2026-03-16T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.122,63.69,1.225,45.35,1466.7,7,0
2026-03-16T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.191,64.76,1.227,45.25,1483.4,7,0
2026-03-16T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.197,66.69,1.185,44.67,1487.0,7,0
2026-03-16T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.083,65.5,1.17,45.65,1488.3,7,0
2026-03-16T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.084,64.53,1.21,44.86,1477.1,7,0
2026-03-16T14:38:55.265373,BF_FAN_12,centrifugal_fan,2.123,65.83,1.204,45.16,1469.9,7,0
2026-03-16T15:38:55.265373,BF_FAN_12,centrifugal_fan,2.131,66.3,1.229,45.14,1479.5,7,0
2026-03-16T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.163,63.66,1.24,45.18,1483.9,7,0
2026-03-16T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.154,65.16,1.199,45.98,1479.0,8,0
2026-03-16T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.125,65.67,1.17,44.28,1482.5,8,0
2026-03-16T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.066,64.46,1.163,44.93,1482.1,8,0
2026-03-16T20:38:55.265373,BF_FAN_12,centrifugal_fan,2.141,64.84,1.184,44.82,1479.9,8,0
2026-03-16T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.076,66.52,1.174,45.16,1477.1,8,0
2026-03-16T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.059,66.24,1.194,45.14,1474.6,8,0
2026-03-16T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.081,64.76,1.247,45.3,1476.7,8,0
2026-03-17T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.101,63.26,1.192,45.85,1483.5,8,0
2026-03-17T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.159,66.48,1.189,44.68,1482.7,8,0
2026-03-17T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.106,65.17,1.225,46.22,1480.6,8,0
2026-03-17T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.082,64.7,1.214,44.88,1493.7,8,0
2026-03-17T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.122,64.52,1.21,45.28,1483.3,8,0
2026-03-17T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.099,64.47,1.192,45.84,1479.4,8,0
2026-03-17T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.064,65.83,1.212,44.78,1476.7,8,0
2026-03-17T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.103,63.69,1.195,44.97,1470.4,8,0
2026-03-17T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.004,64.99,1.211,44.95,1478.4,8,0
2026-03-17T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.08,66.08,1.197,45.07,1481.5,8,0
2026-03-17T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.101,64.47,1.188,44.39,1482.6,8,0
2026-03-17T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.097,65.31,1.204,45.36,1485.6,8,0
2026-03-17T12:38:55.265373,BF_FAN_12,centrifugal_fan,2.025,65.18,1.21,45.16,1484.9,8,0
2026-03-17T13:38:55.265373,BF_FAN_12,centrifugal_fan,2.087,64.1,1.191,45.14,1492.0,8,0
2026-03-17T14:38:55.265373,BF_FAN_12,centrifugal_fan,2.186,63.06,1.184,45.22,1479.4,8,0
2026-03-17T15:38:55.265373,BF_FAN_12,centrifugal_fan,1.947,65.93,1.209,44.88,1488.0,8,0
2026-03-17T16:38:55.265373,BF_FAN_12,centrifugal_fan,2.063,65.22,1.195,44.3,1482.0,8,0
2026-03-17T17:38:55.265373,BF_FAN_12,centrifugal_fan,2.02,65.92,1.205,44.95,1485.3,9,0
2026-03-17T18:38:55.265373,BF_FAN_12,centrifugal_fan,2.105,64.26,1.215,45.12,1472.6,9,0
2026-03-17T19:38:55.265373,BF_FAN_12,centrifugal_fan,2.043,63.81,1.208,44.24,1480.0,9,0
2026-03-17T20:38:55.265373,BF_FAN_12,centrifugal_fan,1.984,64.37,1.213,44.38,1481.6,9,0
2026-03-17T21:38:55.265373,BF_FAN_12,centrifugal_fan,2.017,65.94,1.211,45.6,1473.8,9,0
2026-03-17T22:38:55.265373,BF_FAN_12,centrifugal_fan,2.095,64.33,1.199,45.44,1472.6,9,0
2026-03-17T23:38:55.265373,BF_FAN_12,centrifugal_fan,2.018,65.25,1.203,44.34,1476.3,9,0
2026-03-18T00:38:55.265373,BF_FAN_12,centrifugal_fan,2.064,65.53,1.19,45.04,1486.1,9,0
2026-03-18T01:38:55.265373,BF_FAN_12,centrifugal_fan,2.12,63.67,1.181,44.78,1485.6,9,0
2026-03-18T02:38:55.265373,BF_FAN_12,centrifugal_fan,2.021,65.39,1.198,45.19,1481.6,9,0
2026-03-18T03:38:55.265373,BF_FAN_12,centrifugal_fan,2.045,63.87,1.204,44.91,1481.6,9,0
2026-03-18T04:38:55.265373,BF_FAN_12,centrifugal_fan,2.031,65.67,1.177,44.75,1473.8,9,0
2026-03-18T05:38:55.265373,BF_FAN_12,centrifugal_fan,2.076,63.77,1.166,44.83,1487.0,9,0
2026-03-18T06:38:55.265373,BF_FAN_12,centrifugal_fan,2.112,63.42,1.183,44.72,1487.8,9,0
2026-03-18T07:38:55.265373,BF_FAN_12,centrifugal_fan,2.037,63.13,1.198,44.72,1475.9,9,0
2026-03-18T08:38:55.265373,BF_FAN_12,centrifugal_fan,2.025,64.69,1.206,45.35,1481.0,9,0
2026-03-18T09:38:55.265373,BF_FAN_12,centrifugal_fan,2.112,64.56,1.19,45.24,1475.8,9,0
2026-03-18T10:38:55.265373,BF_FAN_12,centrifugal_fan,2.082,64.96,1.147,44.66,1469.6,9,0
2026-03-18T11:38:55.265373,BF_FAN_12,centrifugal_fan,2.117,66.16,1.2,44.63,1478.8,9,0
